unit,nodes,normalized_entropy,entropy_equivalent_equally_supported_nodes,support_HHI,support_Gini,multiherb_support_fraction,mean_herb_support,shapley_HHI,shapley_Gini,maximum_shapley_share
target,139,0.9361005893351071,101.4092142011366,0.012641776937618148,0.42668908351579615,0.5035971223021583,2.647482014388489,0.11914525960921014,0.5236350205549845,0.16876213315062236
compound,2657,0.9747981827872915,2178.164443894429,0.0006242779193534453,0.26033478833705903,0.20323673315769666,1.4252916823485133,0.08914164860518733,0.34313016143205277,0.15721737385267684
